Metric,Mean,std
AUC (Judd),0.8198079702717891,0.07238138561629696
NSS,0.4614006480930993,0.1938487056404317
InfoGain,3.403044659856403,1.346399633890663
SIM,0.5667574455406226,0.09691222438717711
CC,0.6351568385001819,0.18164567513624372
KLDiv,3.937466512879381,2.0921153849663114
