Metric,Mean,std
AUC (Judd),0.8462800233201374,0.04782902839839411
NSS,0.6842906546828752,0.2211361614626473
InfoGain,3.682267310687177,0.3813016725051809
SIM,0.5077776890100357,0.07176859378967683
CC,0.5904750736319752,0.11827690919528808
KLDiv,5.2174594893081,1.6548280394441641
