Metric,Mean,std
AUC (Judd),0.852701155186629,0.06099818508898381
NSS,0.5767289565250863,0.21760522457025905
InfoGain,3.480581049228036,0.9166201227616874
SIM,0.5851945548655669,0.09278466479209112
CC,0.677468185394155,0.1450249658124044
KLDiv,3.522460439004819,1.7562574729175842
