Metric,Mean,std
AUC (Judd),0.852560127444392,0.0740422631014613
NSS,0.5961775304378047,0.21643221410315108
InfoGain,3.5919406181857743,1.3980190347769128
SIM,0.5404319490276612,0.08108582422174004
CC,0.6197025546639197,0.11415532297090152
KLDiv,6.1728707780337775,2.051246920868335
