Metric,Mean,std
AUC (Judd),0.8728161135848886,0.05643730908251439
NSS,0.7009711131099178,0.2236911011620576
InfoGain,3.6571412108642933,0.7539454075333409
SIM,0.5379664887266951,0.06132219123176212
CC,0.6156132531652133,0.0857072074718313
KLDiv,6.069034465030261,1.6273677147831385
