Metric,Mean,std
AUC (Judd),0.8629576022232257,0.05321985961757017
NSS,0.5931464252019771,0.19512224376533205
InfoGain,3.1689296867583066,0.7758649015140658
SIM,0.5498370116400584,0.046112422817316534
CC,0.6483432835695705,0.09876726707458398
KLDiv,5.566322266289503,1.4074901980431025
