Metric,Mean,std
AUC (Judd),0.8599321563775878,0.05259475054627651
NSS,0.7712640864008931,0.25176317358580225
InfoGain,3.7966842740237556,0.3940774219455302
SIM,0.4759683690071863,0.06951464358384174
CC,0.5580775522932641,0.10556036962029335
KLDiv,7.313025985054902,1.5288102227114362
