Metric,Mean,std
AUC (Judd),0.8300587706706505,0.06648915381065537
NSS,0.5666130476916735,0.19816811845302515
InfoGain,3.5725651027041265,1.3820497183233196
SIM,0.505935871667164,0.07953565671446154
CC,0.547588376319671,0.13179561439176993
KLDiv,6.684184924895742,2.0090782558828093
