Metric,Mean,std
AUC (Judd),0.8183535089543905,0.14525450981623114
NSS,0.6731736418563561,0.29507103714197874
InfoGain,3.41958863179515,0.9001715610508199
SIM,0.3665683953834006,0.1100773505173208
CC,0.349875899102252,0.17816098957520754
KLDiv,5.611423017456256,2.2155064693389805
