Metric,Mean,std
AUC (Judd),0.8980891467966654,0.09610691409821574
NSS,0.9049929593722785,0.2903982382818072
InfoGain,3.965359307286911,0.5789682804393113
SIM,0.38007649618593065,0.08437563703295513
CC,0.430282447220619,0.1345022308204301
KLDiv,5.458557449843472,1.6254426035423182
