Metric,Mean,std
AUC (Judd),0.8890673762682705,0.10205581327727861
NSS,0.8571127975531206,0.25133573969891776
InfoGain,3.8147326990750137,0.510642291819431
SIM,0.359927800105643,0.07761387597505279
CC,0.4193601188139913,0.1254224929865078
KLDiv,6.0484873341095655,1.4624354873361167
