Metric,Mean,std
AUC (Judd),0.9078749730225306,0.08006302863551082
NSS,0.9430911309254305,0.2576239318336971
InfoGain,4.198291287084683,0.5045046439461176
SIM,0.35777488833036347,0.07918002314390424
CC,0.4378665170203507,0.1083813455346967
KLDiv,6.070964467640234,1.4758788548840296
